"listing_id","session_id","batch_id","created_at","updated_at","listing_name","source_name","exact_listing_url","review_date","reviewer","criterion_state","category","category_priority","criterion_id","criterion_name","is_hard_filter","max_points","hard_filter_pass","points_awarded","score_pct","selected_band_or_condition","evidence_summary","evidence_url_or_note"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA04","quiet_study_suitability","no","5","","3","60","private_room_with_desk","private room and desk support study use, but the stored evidence does not show stronger quietness signals","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA05","number_of_housemates","no","4","",,,"housemate_count_unresolved","housemate count is not directly stored and cannot be estimated tightly enough here","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA06","student_community_fit","no","3","","3","100","student_friendly_signals_present","stored notes explicitly position the listing as student-friendly or student-usable","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA07","guest_policy_fit","no","2","",,,"guest_policy_unresolved","guest policy is not publicly disclosed in the stored evidence","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA08","living_with_landlord_peer_fit","no","2","",,,"landlord_presence_unresolved","landlord-on-site status is not verified in the current sheet","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","living_arrangement","4","LA09","mixed_gender_acceptance","no","1","",,,"mixed_gender_unresolved","mixed-gender acceptance is not verified in the current sheet","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ01","air_conditioning","yes","ELIM","yes",,,"aircon_confirmed","listing review confirms air-conditioning in the room or apartment","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ02","desk_in_room","yes","ELIM","tbd",,,"desk_unverified","visual evidence remains limited, but the room appears hostel-functional rather than staged; keep desk confirmation as moderate-confidence until a live room video is shown","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ03","natural_light_and_window","yes","ELIM","tbd",,,"window_daylight_unverified","visual evidence is limited; the room does not look windowless, but daylight quality still needs a live room confirmation","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ04","laundry_access","yes","ELIM","yes",,,"laundry_confirmed","listing review confirms laundry or washer/dryer access in the building or unit","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","unit_quality","5","UQ05","internet_quality","no","7","","5","71.4","wifi_or_broadband_confirmed","internet quality is not explicit enough in the stored structured notes to award points safely","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","unit_quality","5","UQ06","cleanliness_and_maintenance","no","7","","3","42.9","basic_cleanliness_and_maintenance","Photo evidence looks thin and partly generic, but the VIP setup appears more functional than polished, with basic hostel-style finishes and likely better floor area than the smaller BSH rooms.","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","unit_quality","5","UQ07","furnishing_level","no","6","","4","66.7","desk_confirmed_furnishing_partial","desk is confirmed, but the broader furnishing package is not fully explicit","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","unit_quality","5","UQ08","kitchen_access","no","4","","0","0","very_limited_kitchen_access","stored notes suggest only microwave or hot-water-level food prep access","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","unit_quality","5","UQ09","fan_or_room_cooling_backup","no","2","","1","50","aircon_present_backup_unverified","air-conditioning is confirmed, but a separate in-room backup cooling signal is not explicit","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","trust","6","TR01","student_pass_acceptance","yes","ELIM","yes",,,"student_pass_confirmed","student-pass acceptance is explicitly marked yes in the stored listing summary","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","trust","6","TR02","landlord_or_agent_verifiability","yes","ELIM","yes",,,"operator_verifiable","the listing sits on an approved or conditional direct operator/property page with a traceable host identity","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","trust","6","TR03","proof_of_property_control","yes","ELIM","yes",,,"property_control_plausible","the listing is on a direct operator-controlled property page, so proof of control should be obtainable","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","hard_filter_reviewed","trust","6","TR04","source_trust_level","yes","ELIM","yes",,,"source_approved","source registry status is 'approved'","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","trust","6","TR05","listing_completeness","no","5","","5","100","exact_url_and_good_detail","exact listing URL is stored and several core factual fields are filled","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","trust","6","TR06","lease_clarity","no","5","","4","80","lease_terms_mostly_clear","stored semester-stay, fee-stack, utility, and deposit fields provide the current lease-clarity basis","https://bshostel.com/room/vip-room/"
"bsh-vip-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","VIP Room","Balestier Students' Hostel","https://bshostel.com/room/vip-room/","2026-05-31","Codex","provisional_scored","trust","6","TR07","scam_risk_penalty","no","-15","","0","0","no_penalty_supported","stored evidence shows ordinary information gaps and marketing limitations, but not a concrete scam-risk signal strong enough to support a penalty","https://bshostel.com/room/vip-room/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","lease_fit","1","LF01","availability_for_target_dates","yes","ELIM","tbd",,,"availability_unverified","exact August 9, 2026 availability is not fully verified in the stored listing evidence","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","lease_fit","1","LF02","group_reservation_complexity","no","5","","0","0","bed_too_small_for_group","stored bed evidence points to a single-size setup, so couple-style booking looks weak","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","cost","2","CO01","monthly_rent","yes","ELIM","yes",,,"within_sgd_2000_cap","displayed monthly price is S$1500, which is within the SGD 2000 hard cap","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","cost","2","CO02","rent_in_ideal_sgd_1350_1620_band","no","10","",,,"ideal_band_unresolved","normalized all-in SGD total is not verified, so ideal-band scoring remains unresolved","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","cost","2","CO03","deposit_burden","no","6","",,,"deposit_unresolved","deposit amount is not specific enough in the stored evidence to score burden confidently","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","cost","2","CO04","utilities_included","no","5","",,,"utilities_unresolved","utilities inclusion is not verified in the stored evidence","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","cost","2","CO05","hidden_fees_risk","no","4","","3","75","extra_fees_disclosed","stored note identifies extra fees or deposit mechanics with at least some concrete specificity, which improves clarity even though it adds cost","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","location","3","LC01","commute_time_to_smu","yes","ELIM","tbd",,,"commute_unverified","no verified numeric commute value is stored for this listing","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","location","3","LC02","walkability_to_smu","no","8","","3","37.5","long_bus_trip","stored commute is 30 minutes by bus","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","location","3","LC03","proximity_to_mrt","no","6","","3","50","bus_reliant","stored commute relies on bus access rather than stronger MRT adjacency","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","location","3","LC04","neighborhood_fit","no","6","","3","50","peripheral_but_workable","stored commute is 30 minutes, which is the clearest available proxy for neighborhood fit in the current sheet","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","living_arrangement","4","LA03","bed_size_for_two","yes","ELIM","no",,,"bed_too_small","bed evidence is 'likely single bed; exact size unverified', which does not meet the bigger-than-single requirement","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA01","private_room_preference","no","6","","6","100","private_room_confirmed","stored listing facts confirm a private room","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA02","private_bathroom_preference","no","5","","1","20","shared_bathroom_likely","bathroom setup is only weakly evidenced and appears to be shared","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA04","quiet_study_suitability","no","5","","2","40","basic_hostel_study_fit","basic hostel-style fit-out looks workable but not especially strong for quiet focused study","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA05","number_of_housemates","no","4","","1","25","shared_bathroom_implies_more_sharing","shared-bath setup implies more housemate exposure and less private control","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA06","student_community_fit","no","3","","3","100","student_friendly_signals_present","stored notes explicitly position the listing as student-friendly or student-usable","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA07","guest_policy_fit","no","2","",,,"guest_policy_unresolved","guest policy is not publicly disclosed in the stored evidence","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA08","living_with_landlord_peer_fit","no","2","",,,"landlord_presence_unresolved","landlord-on-site status is not verified in the current sheet","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","living_arrangement","4","LA09","mixed_gender_acceptance","no","1","",,,"mixed_gender_unresolved","mixed-gender acceptance is not verified in the current sheet","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ01","air_conditioning","yes","ELIM","yes",,,"aircon_confirmed","stored listing evidence confirms air-conditioning in the room or apartment","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ02","desk_in_room","yes","ELIM","tbd",,,"desk_unverified","available visuals are too sparse to fully trust desk usability; keep this as weak or provisional evidence","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ03","natural_light_and_window","yes","ELIM","tbd",,,"window_daylight_unverified","window and daylight remain weakly evidenced because the available photos are limited and partly generic","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","hard_filter_reviewed","unit_quality","5","UQ04","laundry_access","yes","ELIM","yes",,,"laundry_confirmed","stored listing evidence confirms laundry or washer/dryer access in the building or unit","https://bshostel.com/ | https://www.legacy.bshostel.com/"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","unit_quality","5","UQ05","internet_quality","no","7","",,,"internet_unresolved","internet quality is not explicit enough in the stored structured notes to award points safely","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
"bsh-single-room","session_2026_05_31_initial_research","batch_2026_05_31_initial_pack_phase2","2026-05-31","2026-05-31","Single Room","Balestier Students' Hostel","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site","2026-05-31","Codex","scored","unit_quality","5","UQ06","cleanliness_and_maintenance","no","7","","3","42.9","basic_cleanliness_and_maintenance","Visual evidence is sparse and partly legacy, pointing to a basic student-hostel fit-out with likely tight floor space and weaker photo consistency than the newer operator listings.","https://bshostel.com/ | https://www.legacy.bshostel.com/ | exact single-room deep link not exposed on the public site"
